year,movie,actor,wins,noms,%won,oscarwin,globewin
2017,Fences , Viola Davis,4,4,100.0,yes,yes
2017,Moonlight , Naomie Harris,0,4,0.0,no,no
2017,Lion , Nicole Kidman,0,4,0.0,no,no
2017,Hidden Figures , Octavia Spencer,0,2,0.0,no,no
2017,Manchester by the Sea , Michelle Williams,0,4,0.0,no,no
